stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,114.42,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,20.43,69.47,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,1.07,0,2.14,1.07,10.7,0,0,0,0,0,0,0,0,0,1.07,5.35,0,10.7,0,1.07,0,0,691.09,27.81,0,6.42,5.35,0,0,5.35,2.14,1.07,1.07,0,0
21Day,9.37,0,0,8.03,0,2.68,0,0,0,0,0,1.34,0,4.02,1.34,0,2.68,1.34,8.03,0,0,2.68,0,402.9,12.05,2.68,6.69,4.02,10.71,0,2.68,4.02,5.35,1.34,0,1.34
3Month,0.32,0.64,0,5.12,0,0,0.32,0.32,0.32,0.96,0,14.08,1.28,0.32,2.56,0.96,3.52,1.92,1.92,0,0,0.64,0.64,1.6,0,4.8,0.32,0,0.32,1.92,0,0,0,0.32,2.24,0.64
22Month,0,0.55,1.64,4.37,0,0,0,0,0.55,3.83,1.09,100.04,2.73,2.19,10.93,0.55,1.64,4.37,2.73,0.55,2.73,1.09,0,1.09,0,3.83,0,0,0,1.64,0,0,0,0,0,0.55
