stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,12.26,0,24.52,0,8.17,0,0,0,0,0,0,0,0,4.09,12.26,16.35,118.51,0,0,0,0,8.17,854.06,0,0,24.52,0,0,0,0,4.09,0,0,0
72hpf,4.28,0,0,3.21,0,6.42,0,1.07,0,1.07,0,0,1.07,0,5.35,17.12,0,20.33,0,4.28,2.14,0,26.74,89.86,1.07,1.07,8.56,2.14,0,6.42,1.07,3.21,0,0,0
21Day,2.68,0,0,6.69,0,8.03,0,8.03,0,1.34,0,0,1.34,0,1.34,1.34,1.34,20.08,0,0,1.34,0,4.02,16.06,1.34,0,4.02,5.35,1.34,1.34,0,0,0,0,1.34
3Month,0.32,3.2,1.6,48.63,0.32,0,2.88,3.2,2.24,17.28,38.07,6.08,5.12,11.84,4.48,14.72,9.28,15.36,1.92,0.32,5.76,3.2,0.96,0.96,2.56,0.64,0.96,1.6,54.07,1.28,0,0.32,5.76,9.6,26.24
22Month,0,0.55,0,1.64,0,0,0,0.55,0,1.09,8.75,0,0.55,1.09,0,0,0.55,2.19,0,0,0,0,1.09,0,0.55,0,0,0.55,10.93,0.55,0,0,0,0,1.09
