stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,0,6.42,1.07,2.14,0,0,0,0,0,0,0,0,3.21,0,38.51,0,11.77,4.28,0,1.07,1.07,0,0,1.07,0,0,0,0,0
21Day,12.05,1.34,0,54.88,1.34,34.8,2.68,0,4.02,0,8.03,1.34,16.06,1.34,1.34,25.43,5.35,145.9,4.02,45.51,16.06,1.34,2.68,25.43,9.37,0,2.68,4.02,8.03,0,0,5.35
3Month,0,0,0.32,0.32,0,0,0,0.32,0.32,0,0.32,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0.32,8.64,0,0,0,0.64,8,0.32
22Month,0,0,0,1.09,0,0,0,0,0,0,1.09,0,0,0,0,2.19,1.09,1.09,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0.55
