stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,5.35,2.14,2.14,1.07,0,2.14,0,0,0,0,0,0
21Day,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,4.02,0,0,0,0,0,0,0,0,4.02,1.34,0,0,0,0,0
3Month,0,2.56,1.28,13.12,0.64,0,0.96,0,1.28,7.04,0,42.87,1.92,0.32,35.51,0.64,0.64,2.56,2.24,0.32,0,0.96,0.96,0.32,0,0.32,0,0.64,1.6,30.08,0.32,1.28,59.19,7.04
22Month,0.55,5.47,1.09,5.47,0,0,0.55,1.09,1.64,19.13,3.28,178.76,1.09,0.55,55.76,0,1.09,8.75,3.83,0,0.55,1.64,1.09,0,0,1.09,0.55,0.55,1.09,1.64,0.55,0,0,3.83
