stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,8.17,32.69,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,1.07,1.07,1.07,0,0,0,0,0,13.91,10.7,0,0,0,2.14,0,0,2.14,0,0,1.07,0,0,0
21Day,1.34,0,0,1.34,0,0,0,0,0,0,1.34,0,0,1.34,0,4.02,0,1.34,0,0,0,0,18.74,8.03,0,0,0,1.34,1.34,0,1.34,0,4.02,0,0,0,1.34
3Month,0,0,0.64,10.24,0,0,0,0.96,0.96,0.32,11.2,0.64,0,12.8,1.92,0.96,4.48,2.56,0.32,0,1.92,3.2,1.92,0,1.6,0.64,0,0.32,0.64,32.63,0,0,0,0,0.64,40.63,0.96
22Month,0,0,0.55,3.28,0.55,0,0.55,1.09,1.64,2.19,37.17,0.55,0.55,9.84,0.55,0.55,1.64,3.28,0,0.55,0.55,0,0,0,0,0.55,1.64,0,0,5.47,0,0.55,0,0,0,0,1.09
