stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,4.28,0,0,0,3.21,0,0,0,0,0,0,0
21Day,12.05,0,0,4.02,0,1.34,0,1.34,0,0,0,0,0,0,1.34,0,1.34,1.34,0,30.79,0,0,8.03,0,5.35,4.02,0,18.74,20.08,2.68,0,0,0,0,0,1.34
3Month,4.16,80.63,1.28,174.05,0.64,0,1.6,0,3.2,0.96,16.96,1.28,12.8,7.04,0.32,11.2,29.44,146.54,7.36,309.39,163.81,0,21.76,2.56,4.48,0.32,1.6,80.31,1.28,3.2,6.72,0.96,3.52,49.27,1.92,5.44
22Month,3.83,30.07,0,87.46,0,0,1.64,0,1.09,0,3.83,22.96,12.57,1.09,0.55,1.09,5.47,21.87,2.73,213.2,12.57,0.55,8.2,0,3.83,0,2.19,20.77,0,0,0,1.64,3.28,1.64,0,0.55
