stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,36.78,0,102.16,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,32.69,0,224.75,0,0,0,0,8.17,183.89,0,0,0,0,0,0,0,0,40.86,0,0,0
72hpf,3.21,1.07,0,3.21,1.07,5.35,0,0,0,0,0,0,0,0,0,0,8.56,6.42,0,143.35,0,0,7.49,0,11.77,20.33,2.14,0,0,143.35,0,2.14,3.21,0,21.4,0,0,0
21Day,5.35,1.34,0,9.37,0,1.34,0,1.34,0,0,0,0,0,0,1.34,1.34,1.34,2.68,4.02,115.11,0,0,56.22,0,6.69,2.68,0,0,0,40.16,1.34,1.34,2.68,1.34,2.68,0,0,1.34
3Month,0.32,12.16,0.32,88.31,0,0,2.56,0.32,2.88,8,0.64,0,17.28,3.52,0.32,5.12,6.4,187.17,7.04,207.65,8,0,70.39,1.28,2.24,0,2.88,0.64,0,1.28,2.56,31.04,0.32,0,1.92,1.92,44.47,4.16
22Month,0.55,6.56,0.55,20.23,0.55,0,3.28,0,1.64,4.92,57.95,0,20.77,3.28,1.09,4.92,0,24.6,7.65,219.76,10.93,1.64,14.76,0,3.28,0,8.75,1.09,7.11,0.55,1.09,32.8,1.09,0,1.09,0.55,0,1.09
