stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,12.26,0,4.09,0,0,0,4.09,0,0,0,0,0,0,4.09,106.25,20.43,0,0,0,0,12.26,73.56,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,2.14,0,3.21,1.07,0,1.07,0,1.07,0,0,2.14,6.42,0,0,0,1.07,0,2.14,0,0,1.07,0,0,0
21Day,2.68,0,0,1.34,0,0,0,1.34,0,2.68,0,1.34,0,0,2.68,0,1.34,0,20.08,0,0,0,0,22.76,5.35,0,0,0,21.42,0,22.76,5.35,1.34,0,0,1.34,0
3Month,0.32,0,0.64,8.96,0,0,0.32,0,0.96,3.2,0,13.12,3.2,1.28,7.04,3.2,1.28,3.52,15.04,3.52,0,2.56,0.64,0.96,0,1.28,0.32,0,0.96,2.24,224.6,0.32,0,0,4.8,19.84,1.6
22Month,0,0.55,0.55,2.73,0.55,0,0,0,0.55,3.83,0.55,24.05,1.64,0,6.56,0,0,1.64,44.28,0.55,1.64,0.55,0,1.09,1.09,2.19,1.09,8.2,0,0.55,198.98,2.73,0,0,0,0,0.55
