stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,4.09,0,0,0,8.17,4.09,118.51,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,9.63,8.56,0,0,0,2.14,0,3.21,2.14,0,0,0,0,0
21Day,4.02,0,0,4.02,1.34,1.34,0,1.34,0,0,0,1.34,0,0,0,0,4.02,0,8.03,0,0,2.68,0,1.34,1.34,0,0,0,2.68,1.34,12.05,2.68,1.34,0,0,0,0
3Month,0.32,2.88,2.56,79.67,3.52,0,0.96,0,7.36,8.64,0,60.15,17.92,0.96,19.84,18.56,15.04,10.24,36.15,14.08,0.64,6.08,9.6,27.52,0.64,4.48,2.56,0,1.92,16,1825.31,1.92,0,3.52,7.68,340.75,10.56
22Month,0,4.92,2.19,48.65,1.09,0,0.55,0,4.37,4.37,2.73,125.73,0.55,0,10.39,3.83,2.73,2.73,41,1.64,1.64,4.92,0,4.92,2.19,1.09,1.09,41,1.09,3.28,721.04,4.37,0,0.55,0,3.83,1.64
