stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,8.56,0,0,0,3.21,0,0,1.07,0,163.68,0,1.07,9.63,8.56,0,0,0,0,4.28,0,4.28,0,0,0,0,0,0
21Day,0,0,0,6.69,0,0,0,0,0,0,2.68,0,0,0,1.34,0,1.34,1.34,0,0,4.02,0,0,1.34,0,0,0,1.34,1.34,0,0,0,6.69,0,0,0,1.34
3Month,0,1.28,1.6,16,0.32,2.88,0,0.96,2.88,0,2234.53,5.12,0.64,14.08,1.28,4.8,1.6,5.12,1.6,5.76,1.6,0,2.24,0.32,1.28,2.24,0,0,21.12,3.52,2.24,0,0,0,2.88,2.56,3.2
22Month,10.93,67.24,15.31,135.02,0.55,208.82,6.01,15.31,141.58,21.32,51848.55,69.43,19.13,95.12,10.39,24.6,93.48,168.92,5.47,1205.92,39.36,3.28,12.03,2.19,12.57,65.6,25.15,8.75,15.31,6.01,10.93,6.01,0,1.09,8.2,0,59.59
