stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,12.26,0,65.38,0,8.17,0,0,0,0,0,0,0,0,0,4.09,12.26,49.04,192.06,0,0,0,0,49.04,1524.23,0,0,0,40.86,0,0,0,0,0,0,4.09,0,0,0
72hpf,12.84,9.63,0,35.3,5.35,9.63,0,1.07,0,0,0,0,0,1.07,0,11.77,34.23,3.21,68.47,0,4.28,1.07,0,277.08,280.29,0,4.28,0,68.47,0,0,0,24.61,2.14,2.14,0,0,0,0
21Day,20.08,4.02,0,49.53,5.35,44.17,0,41.49,0,0,0,0,1.34,16.06,2.68,4.02,4.02,8.03,104.41,0,0,6.69,1.34,87,111.1,1.34,8.03,0,28.11,9.37,0,0,14.72,1.34,8.03,8.03,0,0,6.69
3Month,0.32,3.52,0.64,33.27,0,0,0.64,1.92,4.48,9.6,0.32,15.68,4.8,1.6,8,2.24,8.96,8.32,11.2,1.6,0.32,1.28,1.92,2.24,2.88,3.84,2.88,0,1.6,0.96,0.32,59.19,0.32,0,0,0.32,8.64,11.84,9.92
22Month,0,7.65,1.64,18.59,0.55,0,1.09,0.55,2.73,19.13,4.92,70.52,5.47,10.39,14.76,3.28,3.28,16.4,19.13,1.09,0.55,4.37,0.55,4.92,0,1.64,4.92,2.19,1.64,0,0,14.76,2.19,4.92,0,0,1.09,0,6.56
