stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,20.43,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,23.54,4.28,0,0,2.14,0,0,1.07,0,0,0
21Day,0,0,0,5.35,8.03,0,0,0,0,2.68,0,1.34,0,0,1.34,0,0,0,5.35,0,0,0,0,9.37,1.34,0,1.34,2.68,0,0,1.34,0,0,1.34
3Month,0.64,0.96,1.6,13.44,0,0.64,0.32,0,0.64,25.28,0,37.11,8.64,0.64,8,2.24,3.2,4.48,4.48,0.96,0,0.96,2.24,1.6,0,0.32,0.32,0.32,2.56,5.76,0.32,1.6,2.24,5.44
22Month,0.55,3.28,1.09,7.65,0,1.64,0,0.55,2.19,35.53,3.83,148.69,5.47,1.64,12.03,0.55,1.64,6.01,6.01,0,0.55,2.73,0,1.09,0,2.19,0.55,0.55,0.55,4.92,0,1.09,0,3.83
