stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,6.42,0,0,0,0,0,0,0,0,0,0,3.21,4.28,1.07,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0
21Day,0,0,0,57.56,1.34,0,0,0,0,0,0,0,1.34,0,0,24.09,1.34,1.34,0,1.34,0,0,0,0,0,0,0,1.34,0,0,1.34
3Month,0.32,2.24,0.64,288.91,0,1.28,0,1.92,2.24,0.32,11.52,2.24,0.32,5.76,11.84,70.07,3.84,28.8,20.48,0.64,1.28,0,0,0.32,1.6,2.24,0.32,0,2.24,1.6,4.16
22Month,0,3.28,0,61.77,0,0.55,0.55,0.55,2.19,0.55,37.17,2.73,1.09,1.64,1.09,18.59,7.65,22.96,2.73,0,0.55,0.55,0.55,0,0,3.28,0,0,0,0,0
