stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,3.21,10.7,0,0,0,0,0,0,0,0,0,0,0,7.49,0,242.84,0,0,0,0,41.72,19.26,0,0,0,250.33,0,0,1.07,2.14,1.07,0,0,0
21Day,2.68,2.68,0,2.68,2.68,8.03,0,0,0,1.34,0,0,1.34,0,4.02,2.68,0,9.37,0,444.39,0,0,1.34,0,8.03,6.69,0,1.34,0,175.35,2.68,0,0,0,1.34,0,0,1.34
3Month,1.28,17.6,7.68,127.34,0.32,0,39.67,0.64,2.88,14.72,126.06,0,170.21,45.75,1.92,74.87,16.64,63.67,64.95,9503.77,98.22,0.64,20.8,10.88,9.28,0.64,4.48,5.76,0,3.84,50.87,41.59,1.92,0,0,18.24,31.04,40.63
22Month,3.28,46.47,3.83,83.09,1.64,0,161.81,0,0.55,19.13,202.81,14.21,417.64,45.92,4.92,53.57,9.84,28.43,77.62,16630.87,21.32,26.24,20.77,0.55,6.56,1.09,21.32,15.85,31.16,8.75,18.04,14.76,14.76,2.19,0,14.21,0,75.98
