stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,674.26,0,0,0,0,12.26,126.68,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,25.67,2.14,12.84,2.14,21.4,0,0,0,0,0,0,0,0,0,0,3.21,29.95,5.35,22.47,0,2.14,0,0,2830.67,78.09,10.7,56.7,0,47.07,0,0,0,39.58,1.07,3.21,4.28,0,0,0
21Day,13.39,2.68,26.77,0,18.74,0,1.34,0,0,4.02,0,1.34,16.06,4.02,1.34,1.34,8.03,6.69,33.46,0,1.34,4.02,0,653.2,33.46,4.02,32.12,0,12.05,9.37,0,4.02,29.45,8.03,10.71,1.34,0,0,4.02
3Month,0.64,0.64,11.52,0,0,0.32,0.32,0.32,0.64,11.84,0,20.48,271.64,0,8.96,1.92,2.24,4.8,18.88,5.12,0.64,2.24,2.88,40.95,0.96,40.63,16.32,0,0.32,1.6,0.32,297.23,3.84,0.32,0,1.28,2.24,47.99,5.12
22Month,0.55,2.19,6.01,0,0,1.09,0,0,1.09,6.56,0.55,137.21,79.26,0.55,3.83,0,0,2.19,37.17,2.19,1.09,0,0,50.84,1.64,61.77,18.04,5.47,1.64,1.09,0,53.57,12.57,0,0,0.55,0,0.55,2.73
