stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,20.43,0,8.17,8.17,0,0,0,4.09,4.09,179.8,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,14.98,1.07,0,0,0,0,0,0,0,0,2.14,3.21,0,2.14,0,0,0,0,42.79,20.33,2.14,0,5.35,0,0,5.35,0,0,0,0
21Day,0,0,0,2.68,6.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,0,0,1.34,0,0,4.02,0,0,0,0
3Month,0,1.6,1.92,122.86,8.32,0,0.32,1.6,5.12,0.64,30.08,5.12,0.64,11.52,26.56,5.44,8.64,4.8,2.56,0.32,1.28,6.72,37.43,1.28,1.92,1.28,0.32,5.76,153.58,1.92,2.56,3.52,1510.8,4.16
22Month,0.55,1.09,0,67.79,2.19,0,0,1.64,3.83,4.92,36.08,1.09,0,6.01,2.73,0.55,5.47,3.83,0,0,0,3.28,9.84,0.55,0.55,0,0.55,0,72.71,1.09,1.09,0.55,3.28,1.09
