stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,8.17,0,0,0,0,12.26,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,3.21,0,0,0,0,0,0,0,0,0,0,0,13.91,1.07,0,0,0,0,0,9.63,0,1.07,0,0,4.28,0,0,0,0,0,0
21Day,2.68,0,1.34,10.71,1.34,0,0,0,1.34,0,0,1.34,5.35,1.34,0,26.77,9.37,8.03,0,0,0,0,9.37,2.68,0,0,0,1.34,0,0,1.34,0,0,4.02
3Month,0,0.96,3.52,39.03,0,0.64,0,8.96,8,0,27.2,9.6,0.64,37.11,2.56,5.12,17.28,2.88,1.6,0,2.88,3.52,0.96,0.32,2.56,0,0,0,1.28,8,0,0,0.64,12.16
22Month,0,4.92,2.73,21.87,0,0.55,0.55,5.47,13.12,2.19,55.76,6.01,3.28,54.12,1.09,1.64,22.96,9.84,1.09,1.09,2.19,0,2.19,0.55,2.73,1.09,0.55,0,0,5.47,0.55,0.55,0,3.83
