stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,102.16,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,4.28,0,1.07,0,4.28,0,1.07,0,0,0,0,0,0,0,0,0,3.21,2.14,14.98,0,0,0,0,64.19,36.37,0,3.21,21.4,0,0,0,8.56,0,0,3.21,0,0,0
21Day,18.74,12.05,1.34,33.46,0,12.05,0,14.72,0,0,2.68,1.34,1.34,1.34,26.77,0,2.68,20.08,21.42,128.5,0,0,16.06,0,49.53,28.11,0,12.05,14.72,6.69,0,0,17.4,1.34,2.68,4.02,0,0,14.72
3Month,1.28,40.63,4.48,143.98,2.88,0,3.52,3.52,0.64,22.4,94.7,0.64,120.62,80.31,14.4,134.06,12.16,37.43,121.9,115.82,24.32,0,27.84,19.84,10.56,1.92,14.08,13.44,4.16,6.4,0.32,46.71,4.8,0.64,0,1.92,38.07,8.64,90.87
22Month,1.09,39.36,1.64,38.27,1.09,0,1.64,3.83,0.55,10.39,57.95,4.92,147.6,18.04,21.87,72.71,1.09,6.56,85.28,79.81,4.92,3.28,9.84,0.55,6.56,1.09,11.48,29.52,4.37,0.55,0,48.11,5.47,0.55,0,1.09,13.67,0,26.24
