stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,20.43,0,0,0,0,0,122.59,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,266.38,2.14,6.42,0,0,0,0,0,0,0,0,0,2.14,20.33,39.58,1.07,0,0,0,0,17.12,19.26,0,0,0,7.49,2.14,0,4.28,0,0,1.07,0,0
21Day,85.67,14.72,8.03,12215.45,9.37,396.21,44.17,0,6.69,96.37,0,49.53,20.08,187.39,33.46,230.23,4749.12,104.41,528.72,2.68,0,145.9,1.34,658.56,156.61,6.69,2.68,0,228.89,212.83,1.34,33.46,21.42,186.06,5.35,5.35,29.45
3Month,0.32,0,0.64,13.44,0,0,0,0,0.64,0.96,0,0,1.28,0.64,0.64,0,1.28,2.24,0.32,0.32,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0.64
22Month,0,12.03,6.56,25.15,0,0,0.55,0.55,15.31,3.83,6.56,26.24,31.16,1.64,9.29,1.09,2.73,15.31,15.31,0,1.64,0.55,0,0,0,0,0.55,0.55,0,0,3.83,0,0,0,0,0.55,0
