stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,32.69,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,12.26,0,0,0,0,155.28,0,0,0,0,0,0,8.17,0,0,0
72hpf,0,0,0,7.49,2.14,1.07,0,0,0,0,0,0,0,0,5.35,6.42,0,3.21,3.21,0,0,5.35,5.35,0,0,5.35,0,0,2.14,0,0,0,0
21Day,2.68,0,0,44.17,0,0,0,0,0,0,0,0,0,0,1.34,9.37,0,0,0,0,0,0,6.69,0,0,4.02,1.34,0,0,0,1.34,0,1.34
3Month,0,0.32,0.32,23.04,0,0,0,2.88,0.64,0,44.79,0.32,0,3.84,2.24,3.2,0.32,1.28,0,0.32,0.96,0.32,0,0.96,0,0.32,0.64,3.84,0.32,0,1.28,0.96,0
22Month,0,0.55,0.55,15.85,0.55,0,1.09,0.55,1.09,0.55,62.87,1.09,0.55,1.09,0.55,1.09,3.83,2.73,2.19,0.55,0,0,0,0.55,0.55,0,0.55,3.28,0,0,0,0,1.09
