stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
72hpf,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,0,0,1.07,1.07,8.56,12.84,0,0,1.07,0,1.07,1.07,1.07,0,0
21Day,2.68,0,1.34,10.71,2.68,4.02,0,5.35,0,1.34,0,1.34,0,2.68,2.68,2.68,6.69,2.68,10.71,0,2.68,0,9.37,6.69,0,0,9.37,0,1.34,1.34,0,0,1.34
3Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,14.08,0
22Month,0,0.55,1.09,9.29,0,0,1.09,1.09,3.83,29.52,6.01,34.99,3.83,8.2,7.65,1.09,3.83,20.23,2.19,3.28,0.55,0,1.64,0,2.19,0.55,0,0,1.64,0.55,1.09,0,9.29
