stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,8.17,0,0,24.52,0,0,0,4.09,12.26,163.46,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,1.07,0,3.21,1.07,14.98,0,0,0,0,0,0,0,0,0,0,3.21,2.14,0,25.67,0,0,0,1.07,16.05,17.12,0,1.07,25.67,0,0,8.56,0,0,0,0,0
21Day,1.34,0,0,10.71,0,12.05,0,5.35,0,0,0,1.34,0,0,5.35,1.34,0,1.34,1.34,28.11,0,0,4.02,2.68,6.69,8.03,0,0,18.74,2.68,1.34,2.68,0,4.02,0,0,4.02
3Month,0,3.84,2.56,22.4,0.64,0,1.6,0.32,0.32,1.6,9.6,0,137.26,11.52,1.92,27.2,2.56,8,3.84,22.72,5.44,0.64,5.12,5.76,0.64,0.96,1.6,3.52,0.32,2.56,26.24,0.96,0.32,0.32,27.84,9.92,15.68
22Month,1.09,10.93,0.55,14.21,0.55,0,1.09,0.55,0,1.09,9.84,3.28,122.45,9.29,5.47,39.36,0.55,2.19,4.92,24.6,3.28,3.28,4.37,0.55,2.19,1.09,3.83,6.01,1.09,0.55,7.65,5.47,0,0.55,4.92,0,6.01
