stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,18.19,3.21,4.28,4.28,8.56,0,0,0,0,0,0,1.07,3.21,14.98,1.07,20.33,0,1.07,7.49,0,1601.48,39.58,3.21,12.84,23.54,1.07,0,12.84,0,2.14,1.07,0,0,0
21Day,10.71,1.34,14.72,0,18.74,4.02,0,1.34,1.34,1.34,2.68,9.37,1.34,2.68,2.68,65.59,0,0,18.74,0,679.97,16.06,4.02,9.37,8.03,14.72,0,8.03,1.34,12.05,0,0,0,1.34
3Month,1.92,0,2.88,0.64,0,0,0.32,0.32,3.2,0,0,1.6,6.08,0.64,0.32,12.16,3.2,0,0.96,0.64,8.64,0.32,8.64,0.64,0,0.32,2.56,0.64,0,0,0,1.28,1.28,0.32
22Month,0,0.55,3.83,0.55,0,0,0,1.09,12.57,0.55,0,2.19,2.73,1.09,0.55,18.59,1.64,0.55,0.55,0,28.43,0,44.28,2.19,0,0.55,15.31,3.83,0,0,0,0,0,1.09
