stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,16.35,0,40.86,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,8.17,24.52,40.86,0,0,0,0,32.69,249.27,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,7.49,0,7.49,2.14,6.42,0,0,0,0,1.07,0,0,0,0,2.14,0,4.28,38.51,3.21,26.74,0,3.21,0,1.07,27.81,88.79,2.14,0,0,24.61,2.14,0,0,10.7,1.07,1.07,0,0,0
21Day,24.09,5.35,1.34,42.83,1.34,41.49,0,14.72,0,0,5.35,0,0,0,0,112.44,0,1.34,6.69,20.08,66.93,0,0,6.69,1.34,24.09,32.12,1.34,0,0,36.14,10.71,0,8.03,12.05,2.68,4.02,0,0,6.69
3Month,0.64,5.76,3.2,56.95,0.64,0,2.24,2.24,0.32,9.92,32.63,0,0,78.71,24.64,16.32,22.08,4.48,17.6,29.76,16.32,3.84,0.32,6.4,5.12,2.88,1.92,5.76,1.92,0,1.6,4.8,0.32,399.3,0.96,0,0,6.72,131.82,35.19
22Month,0,6.01,3.83,18.04,0,0,3.83,1.64,0,6.01,133.93,12.03,0,143.22,8.2,15.85,41,3.28,2.73,47.56,15.31,0,2.73,2.19,0.55,2.73,0,7.65,0,8.75,1.64,2.73,0,69.43,0,0,0,0.55,0.55,6.56
