stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,400.47,8.17,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,116.61,13.91,0,0,2.14,2.14,0,0,0,0,0,0,0,0,0,0,2.14,0,11.77,0,0,0,1.07,70.61,18.19,0,2.14,0,50.28,1.07,0,0,7.49,0,0,0,0
21Day,54.88,5.35,0,2.68,0,1.34,0,0,0,1.34,0,1.34,0,0,0,1.34,1.34,1.34,8.03,0,0,1.34,0,17.4,8.03,0,0,0,26.77,2.68,0,0,0,0,0,0,1.34
3Month,4.16,54.07,0,14.4,0,0,1.28,0,1.28,10.88,0,191.33,2.56,0.32,3.84,1.28,3.52,4.8,174.37,85.43,0,1.92,1.28,0.96,0,1.92,0.32,0,9.92,4.16,0.32,7.36,0,0.32,0.96,5.12,1.28
22Month,4.37,123,3.28,8.2,0,0,2.19,0.55,2.73,4.92,4.37,484.88,6.01,1.09,9.29,0,1.64,6.01,318.7,4.37,15.85,0.55,0,2.19,0.55,1.09,1.09,1.09,8.75,1.64,0,3.28,0.55,0,0,0,1.64
