stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,0,0,0
72hpf,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,18.19,0,0,0,5.35,0,0,0,0,25.67,0,0,0,0,0,6.42,0,0,0
21Day,1.34,1.34,0,2.68,1.34,1.34,0,0,0,0,1.34,0,1.34,1.34,0,1.34,0,36.14,0,5.35,0,6.69,1.34,0,0,0,57.56,4.02,0,0,0,2.68,2.68,0,0,0
3Month,0,0.64,0.64,3.84,0,0,0.32,0.96,2.56,0,10.24,2.88,0.96,2.24,0.96,1.6,1.28,32.63,9.92,0.64,0.64,0.32,0,0,1.6,0,0.64,0.64,4.48,0.32,0,0,0,0.64,135.02,1.6
22Month,0,1.64,1.09,2.19,0,0,0,0,8.2,0.55,10.93,1.09,0.55,2.19,0,1.09,3.28,19.68,0.55,0.55,0,0,0,0.55,4.37,0.55,0,0,1.09,0,0.55,0,0,0,1.09,0.55
