stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,0,0,57.21,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,3.21,0,0,0,0,0,0,0,0,0,0,18.19,0,6.42,4.28,0,0,0,0,18.19,10.7,0,0,21.4,0,0,0,0,0,1.07,0,0,0
21Day,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,26.77,0,5.35,12.05,0,0,0,0,12.05,1.34,0,0,16.06,1.34,1.34,0,0,2.68,0,0,0,1.34
3Month,0.96,1.92,0.96,24.32,0,0.64,0.32,2.24,35.51,0,19.84,15.68,0.64,14.08,12.8,9.6,13.44,1139.02,3.52,0,14.4,1.28,1.28,0.96,2.24,1.28,0.32,0.96,11.2,47.67,0,0,0,1.28,6.08,8.64
22Month,0,4.37,1.09,137.76,0.55,45.37,0,1.09,25.69,1.09,131.74,4.92,2.19,69.43,8.75,2.73,20.23,2130.31,4.37,72.16,3.28,0,1.09,0.55,0.55,120.26,0.55,0.55,103.32,35.53,1.09,0,0,0.55,0,4.37
