stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,0,0,0,17.12,2.14,0,0,0,0,0,1.07,4.28,0,1.07,0,0,0,0
21Day,2.68,0,0,6.69,0,2.68,0,0,0,0,0,2.68,0,2.68,1.34,0,1.34,0,4.02,0,8.03,38.82,1.34,0,2.68,0,1.34,0,0,1.34,5.35,4.02,9.37,0,0,0
3Month,0.32,0.96,0.64,22.4,0.64,0,0,0,3.2,1.28,0,26.88,0,0,6.72,0.96,1.6,0.64,1.28,0,9.28,0.64,0.32,1.92,0.32,0,0,0.32,5.76,4.8,0,0,0.32,1.92,1.28,0.96
22Month,0,1.09,3.28,8.2,0.55,0,0.55,0.55,2.73,2.73,14.21,69.43,0.55,0,7.65,0.55,0,2.19,4.92,1.09,1.64,2.19,0.55,2.73,6.01,0.55,0,0,5.47,34.99,2.73,0,0,9.84,0,1.09
