stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,5.35,0,1.07,0,0,0,0,0,0,0,0,3.21,2.14,0,3.21,0,0,0,0,282.42,11.77,8.56,7.49,1.07,0,0,2.14,1.07,0,0,0
21Day,4.02,1.34,1.34,46.85,0,4.02,0,0,0,0,0,0,1.34,0,1.34,4.02,1.34,5.35,0,0,1.34,0,111.1,13.39,2.68,10.71,1.34,9.37,1.34,2.68,0,0,0,1.34
3Month,0.32,6.08,0.64,383.3,0,0,0.64,2.24,5.76,0,18.88,4.48,0,7.68,7.36,16.96,3.84,8.64,1.92,0,4.48,1.6,2.88,1.92,15.04,1.28,0,4.16,5.76,1.28,0,2.56,4.48,4.48
22Month,1.09,4.92,1.09,165.09,0.55,0,2.19,0.55,9.29,1.09,73.8,1.09,1.64,9.84,1.09,0.55,7.11,11.48,0.55,1.64,0,0,2.19,1.09,74.35,0.55,0,0.55,3.83,4.37,0,0,0,2.73
