stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,28.6,0,8.17,0,0,0,0,4.09,40.86,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,3.21,0,12.84,3.21,2.14,0,0,0,0,0,0,0,0,0,0,9.63,25.67,7.49,11.77,0,1.07,0,6.42,41.72,23.54,1.07,0,6.42,0,0,0,3.21,0,1.07,0,0,0
21Day,2.68,1.34,0,29.45,2.68,14.72,0,1.34,1.34,2.68,0,0,0,2.68,4.02,0,2.68,20.08,5.35,25.43,0,0,2.68,1.34,12.05,17.4,0,1.34,1.34,1.34,0,0,1.34,1.34,0,0,0,2.68
3Month,0.32,7.36,2.56,102.38,0.96,0,0,0.32,13.76,55.99,0,0,22.72,49.27,3.2,23.36,5.76,34.55,33.59,13.44,4.48,0,7.68,11.84,2.24,0,1.92,0.32,0,1.28,0.64,7.68,0.64,0,0.64,8.64,3.52,16.64
22Month,0,12.57,3.28,22.96,0,0,0.55,1.64,7.11,28.43,45.92,0,61.23,26.79,3.83,48.65,0.55,6.01,25.15,9.84,0,0.55,3.28,1.64,1.64,0,2.73,1.64,0,0,0,3.28,5.47,0,0,2.19,0,3.28
