stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,0,204.32,114.42,106.25,0,0,0,0,0,0,0,0,0,0,0
72hpf,88.79,9.63,0,34.23,5.35,62.05,1.07,0,2.14,0,0,0,1.07,0,25.67,97.35,22.47,53.49,0,9.63,5.35,1.07,11447.84,248.19,131.58,154.05,109.12,2.14,0,79.16,5.35,4.28,10.7,0,0,0
21Day,57.56,2.68,4.02,105.74,1.34,145.9,16.06,0,2.68,0,10.71,1.34,14.72,6.69,1.34,32.12,14.72,100.39,0,1.34,13.39,0,5471.92,70.94,255.66,61.57,20.08,101.73,0,21.42,12.05,30.79,6.69,0,0,10.71
3Month,0,3.2,1.92,26.56,0.96,0,0.64,3.2,3.84,0,26.56,9.6,1.92,9.92,2.56,4.16,8.96,9.92,0.64,0,2.56,2.88,558.95,0.64,690.13,8.64,0.32,2.88,6.08,3.84,0.64,1.6,0,2.24,63.99,5.76
22Month,0,1.64,1.64,15.85,0.55,0,0,2.73,9.29,3.83,66.15,3.28,0.55,22.41,0,1.64,4.37,9.29,0.55,1.64,2.19,0,526.43,2.19,900.89,14.76,0.55,2.19,8.2,19.13,4.92,0.55,0,0.55,1.09,3.28
