stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,65.26,1.07,0,0,0,0,0,14.98,10.7,5.35,0,0,2.14,0,0,0,0,0,0,0,0
21Day,1.34,1.34,18.74,28.11,16.06,0,2.68,1.34,0,0,2.68,0,2.68,406.91,1.34,9.37,1.34,9.37,0,0,2.68,17.4,10.71,2.68,2.68,1.34,1.34,12.05,0,1.34,4.02,2.68,0,0,6.69
3Month,0,2.56,1.6,7.36,0,0.96,0.32,18.24,1.6,0,11.52,2.56,0.32,404.42,0.32,1.92,0.64,2.24,1.92,0,0.64,5.44,0.32,0,0.64,0,0,3.52,3.84,0,0,0,0.96,1.92,2.24
22Month,0,0,1.09,1.09,0,0,0,7.11,0.55,1.64,18.04,1.09,0,157.98,0,1.64,1.64,1.09,0,0.55,0.55,0.55,0,0,1.09,0.55,0,0.55,0.55,0,0.55,0,0.55,0,0.55
