stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,215.5,0,8.03,0,0,0,0,0,0,0,0,1.34,0,22.76,0,0,0,0,0,0,0,1.34,0,0,0,1.34,0,0,1.34,0,0,0,0
3Month,0.64,4.16,4.48,2625.18,0.32,0,8,0.32,0.64,6.72,19.52,58.87,24.96,0.32,32.95,15.04,93.11,14.72,25.6,2.56,0,4.48,7.04,2.88,0.64,2.24,2.88,0.96,13.76,8,1.92,0,1.6,6.08,10.88,15.68
22Month,0,1.64,0.55,231.78,0,0,1.09,0,0,1.64,5.47,16.4,1.64,0,3.28,0.55,7.65,2.73,3.83,0.55,1.09,0,0,0,0,0,0.55,0,0,1.09,1.09,0,0,0,0,0.55
