stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,151.2,8.17,0,122.59,57.21,0,0,4.09,0,0,4.09,0,0,0,0,0,4.09,8.17,4.09,809.11,0,0,0,28.6,261.53,0,0,0,171.63,0,0,0,0,0,0,0,0,0
72hpf,211.82,2.14,0,52.42,161.54,14.98,0,0,0,0,1.07,0,0,0,0,0,3.21,43.86,3.21,938.21,0,2.14,3.21,197.91,180.79,3.21,0,0,1124.35,0,0,14.98,0,2.14,14.98,0,0,0
21Day,179.36,0,0,100.39,74.96,26.77,0,4.02,0,1.34,1.34,0,2.68,1.34,6.69,4.02,5.35,29.45,6.69,908.86,0,0,9.37,87,54.88,5.35,2.68,0,353.37,22.76,0,2.68,2.68,10.71,29.45,0,0,5.35
3Month,5.12,1.28,0.96,33.91,28.16,0,1.92,0,0,1.92,5.76,0.32,5.12,4.16,0.32,4.16,7.04,10.88,3.84,132.46,21.76,0,6.4,7.68,2.24,1.6,0,0,3.52,0.64,2.24,0,0,0,6.08,4.48,0.64,1.92
22Month,0.55,1.64,0,27.33,24.6,0,0,0,0.55,0,3.83,0,20.23,0.55,0.55,1.09,2.19,6.01,3.28,80.36,7.65,0.55,1.09,1.64,0,8.2,0,0.55,0,0,4.92,0,0,0,1.64,3.28,0,0
