stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,8.17,0,0,0,0,16.35,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,3.21,2.14,0,0,0,0,0,0,0,0,0,0,0,4.28,10.7,2.14,8.56,0,0,0,0,5.35,2.14,0,0,0,5.35,0,0,0,0,0,0
21Day,1.34,5.35,0,30.79,5.35,0,5.35,0,0,0,0,0,2.68,1.34,8.03,2.68,2.68,12.05,4.02,10.71,0,0,1.34,0,4.02,0,0,0,0,2.68,2.68,0,0,0,0,0
3Month,0,3.52,1.28,14.08,0,0.64,0.32,0.32,1.6,5.12,0,0,35.19,6.08,0.64,7.68,2.56,6.72,2.88,3.2,0.96,0.32,1.28,2.24,0.32,0,1.28,0.32,0,0.32,0.96,3.84,0,2.24,0.96,3.52
22Month,0,6.56,1.64,9.84,0,0,0.55,0,0.55,10.39,7.65,0,100.04,3.28,1.09,10.39,0,2.19,15.85,3.28,0,4.37,0.55,0,0.55,0,1.64,1.64,0.55,0.55,0,1.09,0.55,0.55,0,3.28
