stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,12.26,4.09,0,0,0,0,0,0,4.09,0,0,4.09,0,4.09,4.09,12.26,20.43,0,0,0,0,4.09,102.16,0,0,4.09,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,6.42,237.49,5.35,0,0,0,0,0,0,0,0,0,0,1.07,41.72,0,17.12,0,1.07,0,0,50.28,37.44,9.63,0,7.49,1.07,0,11.77,0,0,0,0
21Day,2.68,1.34,1.34,16.06,116.45,4.02,0,5.35,0,0,0,0,0,0,4.02,1.34,1.34,28.11,4.02,13.39,0,1.34,0,1.34,10.71,12.05,4.02,1.34,8.03,2.68,12.05,6.69,1.34,0,0,0
3Month,0.32,0.32,0,19.2,31.67,0,0.96,0.64,0.64,1.6,0.32,0,12.16,1.6,0.96,6.4,2.56,10.56,4.48,10.88,4.16,0,0.96,0.32,1.28,0.96,5.12,0.64,0.32,1.6,81.27,0.32,0,0.64,35.19,0.96
22Month,0,1.09,0,3.83,13.12,0,0.55,0,0,12.03,6.01,0,34.99,4.92,5.47,4.37,0.55,4.37,8.2,5.47,0,2.19,0,0,2.19,0,2.73,0.55,0,0,27.88,0.55,0,0.55,0,1.09
