stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,0,2.14,0,0,0,0,0,0,0,2.14,2.14,0,3.21,0,2.14,0,0,358.38,4.28,0,0,7.49,0,0,2.14,250.33,273.87,2.14,0,0,0
21Day,1.34,0,0,8.03,2.68,8.03,0,1.34,0,2.68,0,2.68,1.34,0,2.68,1.34,10.71,0,0,1.34,0,230.23,4.02,0,1.34,6.69,6.69,0,4.02,220.86,550.14,0,0,0,1.34
3Month,0,0.32,1.28,6.4,0.32,0,0.32,1.92,0,11.52,3.2,0.64,3.52,0,1.6,1.6,1.92,0.32,0,0.96,0.96,6.72,0,1.28,0.32,0,2.56,192.93,1.28,4.16,0.96,0.64,1.6,212.45,1.92
22Month,0,2.19,0,0,2.19,0,1.09,6.56,1.09,21.32,3.28,0.55,4.37,1.09,0.55,1.09,1.09,0,0,0,0,8.75,0,1.09,0.55,0,0.55,71.07,6.01,137.21,0,0,0,1.09,0
