stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,8.17,0,0,0,0,0,73.56,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,7.49,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,25.67,3.21,5.35,0,0,0,0,42.79,34.23,0,1.07,0,11.77,1.07,0,6.42,1.07,1.07,0,0,0,0
21Day,8.03,0,0,14.72,0,6.69,0,5.35,0,0,0,0,1.34,0,4.02,0,0,10.71,5.35,10.71,0,0,2.68,0,8.03,8.03,0,1.34,0,8.03,1.34,0,0,1.34,0,0,0,0,1.34
3Month,0.32,3.52,1.6,47.03,0.64,0,0.64,0.96,0.32,8.64,14.4,0,51.83,14.72,1.92,13.76,4.48,13.76,9.28,11.52,5.76,0,4.48,5.12,0.96,0,0.64,1.28,0,0.32,1.92,27.2,0.64,0,0.32,0.32,2.88,6.4,7.68
22Month,1.09,6.01,1.64,28.43,0.55,0,0,2.73,0,5.47,37.17,4.37,131.2,7.65,3.28,24.05,1.09,3.28,13.67,21.32,0.55,1.64,3.83,1.09,2.73,0,2.19,2.73,0.55,0.55,0,15.85,1.64,1.09,0,0,0.55,0,2.19
