stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,24.52,65.38,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,2.14,0,9.63,5.35,9.63,0,0,5.35,0,0,0,0,3.21,25.67,6.42,16.05,0,0,0,1.07,2298.98,67.4,2.14,3.21,31.02,1.07,2.14,11.77,0,0,13.91,0,0,0
21Day,2.68,1.34,5.35,22.76,5.35,16.06,4.02,0,2.68,0,0,4.02,1.34,5.35,12.05,4.02,18.74,0,0,1.34,0,836.58,18.74,6.69,0,5.35,18.74,4.02,0,2.68,8.03,2.68,0,0,4.02
3Month,0,1.28,0,3.84,0.96,0,0,1.28,1.6,4.48,0.64,0.32,1.92,1.28,5.12,0.96,17.6,12.8,0,0.32,0.64,15.04,0,7.36,0.32,0.64,0.96,56.63,0.32,0,0,0.32,0,3.52,1.28
22Month,0,1.09,0.55,3.28,0,0,0,0,4.37,14.21,0,0.55,0,0,0,2.19,8.2,1.09,1.09,1.09,0,27.33,1.64,14.21,0,0,0,32.25,0.55,0,0,0,0.55,0,0
