stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,12.26,32.69,0,0,0,4.09,16.35,249.27,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,6.42,3.21,0,14.98,0,5.35,0,0,0,0,0,0,0,0,0,1.07,4.28,33.16,3.21,19.26,0,3.21,1.07,0,17.12,29.95,0,0,0,21.4,2.14,0,6.42,0,2.14,0,0,0
21Day,10.71,1.34,1.34,85.67,1.34,22.76,0,12.05,0,1.34,1.34,0,2.68,0,5.35,5.35,0,26.77,10.71,41.49,0,0,2.68,0,20.08,36.14,1.34,2.68,0,20.08,1.34,1.34,2.68,2.68,0,0,0,2.68
3Month,0.32,8.64,3.84,160.29,0.32,0,1.92,3.52,0.32,9.28,22.08,0.32,104.94,34.23,4.16,28.16,11.2,41.91,36.47,43.83,14.08,0.64,9.92,6.4,2.56,0.96,1.28,1.28,0,4.48,2.88,12.16,0.32,0,0.32,5.76,10.24,15.04
22Month,1.09,6.56,3.83,32.8,0.55,0,2.19,3.28,0,6.56,32.8,7.65,149.24,11.48,9.29,41,2.19,10.93,54.67,45.37,2.19,3.28,1.64,0,0.55,0.55,1.64,1.09,1.09,3.83,1.64,16.95,0.55,0,0,1.64,0,4.37
