stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,0,0,5.35,34.23,0,0,0,0,0,0,0,0,0,0,0,0,13.91,0,5.35,0,0,0,1.07,110.19,13.91,2.14,1.07,0,8.56,0,0,2.14,0,0,2.14,0,0,0
21Day,21.42,2.68,0,6.69,5.35,4.02,0,0,0,0,0,0,0,0,0,0,0,20.08,0,8.03,0,0,4.02,0,72.28,8.03,0,0,0,5.35,4.02,0,4.02,2.68,1.34,0,0,0,1.34
3Month,0,0.96,0.32,50.23,4.8,0,0.64,0.96,1.6,0.64,3.52,0,4.16,1.28,0.96,1.6,3.52,2.56,0.64,4.8,0.64,0,0.96,1.92,5.44,1.28,4.8,0,0,0.32,0.32,12.48,0.64,0,0,0.32,0.32,6.4,1.6
22Month,0,0,0.55,18.59,3.83,0,1.64,0,0.55,0.55,9.84,0,11.48,0.55,0.55,0.55,0,3.83,0.55,0.55,0.55,0.55,1.09,0,4.37,0,5.47,0.55,0.55,0,0.55,14.21,1.64,0,0,0,0,0,0
