stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,8.17,8.17,89.9,0,0,0,0,36.78,588.44,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,4.28,3.21,0,4.28,1.07,11.77,0,0,0,0,0,0,1.07,0,1.07,0,2.14,18.19,1.07,16.05,0,1.07,0,1.07,114.47,55.63,0,0,19.26,1.07,0,3.21,1.07,1.07,0,0,0
21Day,6.69,2.68,0,14.72,0,6.69,0,6.69,0,0,0,0,0,1.34,6.69,0,1.34,9.37,0,24.09,0,0,1.34,0,18.74,17.4,2.68,1.34,4.02,4.02,2.68,0,1.34,1.34,0,0,1.34
3Month,0.32,4.8,0.96,39.35,0,0,0.96,2.24,4.8,6.4,0,0,76.15,9.92,3.52,16.32,2.88,16.96,8,16.64,3.2,0,4.48,3.84,2.56,1.28,2.56,1.28,0,2.24,116.46,0.96,0.32,0.64,4.8,45.43,6.08
22Month,0,2.73,1.09,14.21,0,0,0,1.09,3.28,6.56,4.92,0,73.25,2.19,3.28,20.77,0.55,2.19,4.92,23.51,0.55,2.73,3.83,0,2.73,1.09,1.64,2.19,0,0,33.89,3.28,0.55,0,1.09,0.55,3.28
