stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,2754.24,4.09,0,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,3.21,2.14,3.21,0,1.07,0,0,0,0,0,0,0,2.14,7.49,932.86,3.21,0,2.14,0,0,24.61,10.7,0,0,4.28,0,0,0,1.07,0,0,1.07,0,0,0
21Day,5.35,0,0,13.39,0,5.35,0,10.71,0,2.68,0,0,1.34,30.79,1.34,0,8.03,926.26,8.03,0,0,1.34,0,13.39,9.37,0,0,8.03,4.02,0,0,1.34,5.35,5.35,0,0,0,2.68
3Month,0.64,9.92,0.32,31.99,0,0,0.96,0.64,6.4,29.12,0.64,42.55,86.39,6.08,18.24,2.24,27.2,3407.46,59.51,6.08,0,3.52,7.36,3.52,0,9.92,1.28,0.32,15.68,0,8.64,0.96,0,0,0,3.52,6.4,17.92
22Month,3.28,17.49,3.83,31.71,0,0,3.83,1.64,6.01,71.07,7.11,174.93,67.24,17.49,15.85,3.28,8.75,9752.87,127.37,1.64,12.57,10.93,0.55,2.19,0,3.83,2.73,1.09,23.51,1.09,6.56,1.64,10.93,0,0,2.73,1.64,45.92
