stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,1.07,7.49,0,0,0,0,0,0,0,0,0,0,4.28,0,3.21,0,0,0,1.07,25.67,7.49,0,0,0,3.21,0,0,1.07,0,0,0,0
21Day,0,0,0,4.02,1.34,1.34,0,0,0,0,0,0,0,1.34,0,1.34,0,4.02,2.68,0,0,0,0,5.35,1.34,0,0,0,2.68,0,0,1.34,0,0,0,0
3Month,0.32,2.88,0.96,30.08,0,0,0.32,0.32,6.72,9.6,0.96,128.3,8,0.64,11.2,4.8,13.12,17.6,9.6,0.64,0,3.84,1.92,2.24,0.96,3.84,0.64,0,0,3.84,7.68,0.32,0.32,1.28,20.16,4.48
22Month,0,2.19,0.55,4.37,0,0,1.64,0,2.19,10.93,2.73,146.5,7.11,0.55,8.2,0,0.55,16.4,3.28,0,2.19,0.55,0.55,5.47,0,3.28,0,0.55,0,0,0.55,1.09,0,0,0,2.19
