stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,281.96,0,93.99,4.09,0,0,8.17,0,8.17,0,8.17,0,0,4.09,0,4.09,32.69,175.72,200.23,0,0,0,0,53.12,151.2,0,0,44.95,0,0,0,0,0,0,0,0,0
72hpf,20.33,114.47,0,58.84,21.4,5.35,0,2.14,0,4.28,0,0,0,0,1.07,0,11.77,54.56,27.81,310.24,0,0,6.42,0,64.19,49.21,0,0,394.75,1.07,0,0,10.7,2.14,0,0,0,0
21Day,25.43,53.54,1.34,227.55,5.35,10.71,0,13.39,0,20.08,0,0,0,1.34,45.51,6.69,1.34,54.88,46.85,252.98,0,1.34,13.39,0,33.46,18.74,0,0,152.59,16.06,0,1.34,2.68,5.35,2.68,2.68,0,21.42
3Month,0.64,22.08,0,66.55,0.32,0,0,1.28,4.16,41.27,0,0,29.44,60.79,2.88,12.16,1.6,18.56,36.15,29.12,5.76,0,2.56,0.32,0.96,0.32,1.28,0.64,4.16,2.24,0.96,6.08,0,0,0,25.28,3.84,17.92
22Month,0,52.48,1.64,19.68,0,0,1.64,2.19,1.64,96.76,3.28,0,71.61,15.31,10.39,12.03,1.64,9.84,43.73,21.87,1.64,0.55,2.73,0.55,0.55,0,1.64,0,2.19,1.64,0,2.19,1.64,0,0,3.83,0,8.2
