stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,780.5,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,16.05,0,0,0,0,0,0,3.21,39.58,0,0,0,0,0,1.07,3.21,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,1.34,0,0,0,12.05,0,0,0,1.34,0,0,0,97.71,0,0,0,0,0,0,2.68,0,0,0,2.68,1.34,0,1.34,0,1.34,0,0,0
3Month,0.32,3.2,0.32,6.4,0,0.64,0.32,1.92,131.18,0,8.32,5.12,0.64,4.8,1.92,2.88,212.77,2.24,0.96,0,1.92,1.6,0.64,0,0.32,0.96,0,0,1.28,16.64,0,0,0,154.22,3.52,1.6
22Month,1.64,6.56,0,8.75,0,16.95,0,1.09,1397.8,0.55,25.69,8.75,1.64,5.47,0,1.64,665.83,7.11,0,2.73,1.09,0,2.19,0,1.64,1.09,0.55,0.55,0.55,9.29,0,1.64,0,16.4,0,4.92
