stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,28.6,0,49.04,0,0,0,0,0,0,0,8.17,0,0,0,0,8.17,28.6,89.9,106.25,0,0,0,4.09,69.47,1066.55,0,0,0,20.43,0,0,0,0,0,4.09,0,0,0
72hpf,26.74,2.14,0,28.88,4.28,12.84,0,5.35,0,0,0,1.07,0,0,7.49,0,32.09,57.77,1.07,86.65,0,8.56,0,3.21,522.06,372.29,1.07,3.21,0,52.42,6.42,2.14,39.58,4.28,5.35,5.35,0,0,0
21Day,41.49,5.35,2.68,127.16,5.35,36.14,0,33.46,0,10.71,0,0,2.68,1.34,53.54,13.39,13.39,24.09,32.12,117.79,0,0,12.05,1.34,152.59,129.84,1.34,9.37,0,41.49,14.72,4.02,17.4,2.68,10.71,2.68,0,0,24.09
3Month,0,0.96,0.64,22.72,0.96,0,0,0.32,5.12,8.32,0,0,25.92,5.12,4.16,12.48,1.92,5.76,6.72,5.12,0.96,0.32,1.92,4.16,1.92,0.32,1.28,0.96,0,0.96,1.28,56.31,0.96,0.32,0,0.32,2.88,22.08,6.72
22Month,0,5.47,3.83,21.87,0.55,0,1.09,2.19,6.56,41,7.11,0,119.72,14.21,10.39,48.11,0.55,3.28,27.33,10.93,0,3.28,4.37,0,2.73,0.55,2.19,3.83,0.55,1.09,1.09,24.05,1.09,2.19,0,0,0.55,0,3.28
