stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0
21Day,5.35,0,0,2.68,1.34,8.03,0,4.02,0,2.68,0,1.34,0,14.72,0,1.34,1.34,2.68,18.74,0,0,1.34,0,1.34,1.34,1.34,0,4.02,2.68,0,0,1.34,0,0,0,4.02
3Month,0,8.64,2.88,29.12,0,0,2.88,4.8,8.64,45.75,0.32,805.63,40.63,8.32,61.11,15.04,10.24,19.2,24.64,3.52,1.6,11.2,5.44,2.88,0.64,2.88,0.96,2.56,12.48,38.07,0.64,0,0.64,12.16,77.11,24.96
22Month,0,6.56,2.73,6.01,0.55,0,2.73,4.37,3.28,30.07,6.56,219.76,16.95,12.57,37.72,1.64,0.55,24.05,26.79,0,7.11,3.28,0.55,1.09,0,2.19,0,0.55,0.55,19.68,1.09,0,0,0.55,0,2.73
