stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,12.26,0,28.6,0,4.09,0,0,0,0,0,0,0,0,0,8.17,8.17,12.26,98.07,0,0,0,0,36.78,739.64,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0
72hpf,17.12,10.7,0,16.05,3.21,19.26,0,0,0,0,0,0,0,1.07,0,11.77,26.74,1.07,68.47,0,2.14,1.07,1.07,336.98,278.15,2.14,4.28,0,39.58,2.14,0,25.67,3.21,1.07,4.28,0,0,0
21Day,24.09,4.02,1.34,49.53,0,36.14,0,17.4,1.34,1.34,0,14.72,0,33.46,4.02,1.34,8.03,14.72,88.34,1.34,0,10.71,1.34,107.08,99.05,1.34,4.02,0,29.45,14.72,5.35,14.72,4.02,4.02,2.68,0,0,5.35
3Month,1.28,6.08,2.88,85.75,0.64,0,1.6,4.8,10.88,17.28,0.64,115.82,7.68,6.08,50.87,10.24,34.23,15.04,37.43,4.16,0.32,6.08,5.76,4.8,2.24,7.36,3.84,0,0.64,4.8,207.01,2.24,0.64,0,1.28,11.2,94.39,20.8
22Month,0,8.2,2.19,25.15,1.64,0,1.64,1.09,3.28,20.77,9.84,246.54,7.11,9.84,42.64,0.55,3.28,21.32,25.15,0,8.75,3.28,0,2.73,1.09,6.01,7.65,4.37,2.19,0.55,52.48,4.92,6.56,0,0,0.55,0,4.37
