stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,20.43,4.09,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,1.07,0,1.07,1.07,1.07,1.07,1.07,0,0,16.05,8.56,1.07,1.07,0,1.07,0,0,0
21Day,1.34,0,0,5.35,2.68,2.68,0,0,0,1.34,0,0,1.34,0,0,1.34,5.35,0,0,0,1.34,1.34,0,0,0,0,0,0,0
3Month,0,0,0,4.48,0,0,0.96,0.32,0,10.24,0.32,0.32,3.84,0.32,2.56,0.96,0.96,0,0.32,0.32,0.64,0,0,0,5.12,0.64,1.28,52.79,3.2
22Month,0,0.55,0.55,1.09,0,1.09,0,2.19,0,19.68,1.64,0,2.19,0.55,0.55,1.64,2.73,0.55,0.55,0,0,0,0,0,0,0,0.55,0,0
