stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,0,1.07,1.07,7.49,0,0,6.42,1.07,68.47,5.35,1.07,0,7.49,0,0,1.07,0,0,0,0
21Day,0,0,0,4.02,0,1.34,0,0,0,0,0,0,0,0,0,1.34,1.34,9.37,1.34,0,8.03,0,42.83,4.02,0,0,2.68,0,0,0,1.34,0,0,0
3Month,0.96,1.28,0.32,9.6,0,0,0,13.12,1.92,0,3.2,2.24,0.32,1.6,1.92,0.32,0.96,7.04,0.32,0,6.72,0.32,2.56,0.32,10.24,1.6,0,2.56,6.72,0.96,0.32,0.32,10.24,0.32
22Month,0,0.55,0.55,10.93,0,0,0.55,1.09,4.92,1.09,10.39,0,0.55,1.64,0,0,2.19,3.83,0,0.55,6.01,0,0.55,0,4.37,1.09,0,0,1.64,1.64,0,0.55,0,1.64
