stage,Epithelial.cell,Goblet.cell,Muscle.cell,Neural.cell,Neural.progenitor.cell
72hpf,0,0,0,0,2.13958228293216
21Day,0,0,0,1.33853308820331,0
22Month,0.546654651197433,0.546654651197433,0.546654651197433,0,0
