stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,711.03,12.26,0,637.48,4.09,0,0,0,0,0,0,0,0,0,0,12.26,8.17,0,437.25,0,0,0,0,24.52,841.8,0,0,32.69,4.09,0,0,0,0,0,0,0,0
72hpf,22.47,2.14,0,29.95,0,4.28,0,0,0,0,0,0,0,1.07,1.07,1.07,13.91,2.14,501.73,0,2.14,5.35,0,762.76,24.61,5.35,0,84.51,0,0,5.35,0,0,3.21,0,0,0
21Day,13.39,0,0,52.2,1.34,8.03,0,0,0,1.34,0,16.06,0,4.02,4.02,1.34,44.17,6.69,452.42,2.68,0,215.5,0,337.31,13.39,2.68,0,77.63,13.39,1.34,12.05,2.68,5.35,16.06,0,0,4.02
3Month,0,2.88,0,112.94,0,0,0.96,0.32,0.96,5.44,0,86.07,5.44,0.64,8.32,1.28,128.94,5.76,346.83,2.88,0.32,9.6,1.6,23.04,0.96,7.04,0,0.96,6.4,3.52,0.32,0,0,3.52,20.8,3.2,4.48
22Month,0,3.28,1.09,18.59,0,0,2.73,0,0,6.56,60.68,286.99,1.64,0.55,3.83,1.09,25.15,8.75,420.38,3.83,3.28,9.29,0.55,30.07,0,6.56,2.19,1.09,0.55,2.19,1.64,0.55,0,0.55,3.28,0,2.73
