stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,4.09,0,0,0,0,4.09,8.17,335.09,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,4.28,55.63,1.07,0,0,0,0,0,0,0,0,0,0,10.7,0,3.21,0,0,0,5.35,25.67,51.35,2.14,1.07,6.42,0,0,34.23,4.28,0,0,0
21Day,1.34,0,0,8.03,18.74,0,0,0,0,1.34,0,0,0,5.35,0,0,1.34,0,9.37,0,0,0,0,8.03,9.37,1.34,0,6.69,4.02,1.34,5.35,0,0,0,0
3Month,0,1.28,0.32,40.63,4.8,0,0.32,0,0.64,3.52,0,16.96,3.52,0.64,7.68,5.44,3.52,4.48,1.92,0.96,0,0.64,2.88,0.96,0.32,1.6,0.32,0,0.32,74.23,0.32,0.32,0.96,151.98,1.6
22Month,0.55,1.09,0.55,34.44,2.19,0,0.55,0.55,0,9.29,1.64,91.84,1.64,1.09,7.11,1.64,2.73,5.47,7.65,0,4.37,0.55,1.09,1.64,1.09,1.09,0,0,0.55,19.68,0.55,0,0.55,1.09,2.73
