stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,5.35,0,8.56,2.14,5.35,0,0,0,0,0,0,0,0,0,4.28,10.7,0,13.91,1.07,1.07,3.21,329.5,35.3,0,0,0,20.33,0,0,7.49,1130.77,2167.4,0,0,0,0
21Day,99.05,24.09,12.05,334.63,9.37,186.06,0,37.48,6.69,25.43,1.34,58.9,20.08,91.02,44.17,17.4,153.93,56.22,390.85,1.34,49.53,8.03,536.75,206.13,4.02,14.72,0,155.27,119.13,4.02,45.51,5856.08,30691.23,13.39,2.68,0,52.2
3Month,0,0,0.32,0.96,0.32,0,0,0,0,0.96,0,3.84,0.32,0.96,1.92,0,0.64,0.32,0.64,0.32,0,0,0,0,0,0,0,0,0.32,6.08,0,1.28,6.4,0,0,1.6,0.96
22Month,0,0,0,3.28,0,0,0.55,0,1.09,4.37,2.19,18.59,0.55,0,4.92,0,0,3.28,2.73,1.64,0,0,0.55,0,0.55,0,1.09,0,0,1.64,0,34.99,3.83,0,0,0,0
