stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,2.14,3.21,0,0,0,0,0,0,0,0,0,20.33,5.35,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,1.07,0,0,0
21Day,0,0,9.37,6.69,1.34,0,0,0,0,0,0,0,1.34,20.08,1.34,2.68,1.34,1.34,0,0,1.34,2.68,4.02,0,0,0,1.34,2.68,1.34,0,0,0,0,0
3Month,0.64,2.56,38.39,43.83,0,3.2,0.32,24.64,5.12,0,21.44,7.36,0,412.41,1.6,7.04,7.36,31.99,9.92,0,4.8,1.92,0.32,3.52,0.32,0.32,2.24,12.8,0,0,0,5.76,37.11,3.2
22Month,0,9.84,42.64,35.53,0,1.64,1.09,23.51,3.28,1.64,39.91,2.19,1.09,521.51,2.19,1.09,4.37,37.17,3.83,2.19,1.64,1.09,0,1.64,0.55,1.09,0.55,12.57,0.55,1.64,0,2.19,0.55,2.73
