stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,53.12,40.86,49.04,12.26,8.17,0,0,0,0,0,0,0,4.09,4.09,69.47,20.43,4.09,138.94,0,0,0,24.52,57.21,1066.55,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,180.79,70.61,19.26,68.47,19.26,0,1.07,0,1.07,0,0,0,3.21,0,9.63,82.37,3.21,106.98,0,1.07,23.54,25.67,1738.41,176.52,1.07,7.49,86.65,1.07,2.14,102.7,33.16,20.33,16.05,0,0,0
21Day,52.2,38.82,14.72,14.72,12.05,0,5.35,0,0,0,0,0,1.34,1.34,2.68,50.86,1.34,45.51,0,0,46.85,4.02,257,32.12,4.02,6.69,30.79,16.06,2.68,21.42,28.11,84.33,4.02,0,0,1.34
3Month,11.84,56.63,38.39,3.2,0,0.64,0.96,2.56,4.16,0,24.64,3.84,2.24,3.52,20.16,12.8,6.08,11.52,3.2,0.32,25.6,6.4,13.44,1.6,5.12,2.56,0.32,4.16,243.48,4.16,0.64,0.32,0,25.6,223.96,3.52
22Month,7.11,92.93,34.44,4.92,0,0.55,1.09,1.64,3.28,6.01,62.87,1.09,10.39,6.56,5.47,12.03,6.01,12.57,0,1.09,42.09,1.64,20.23,3.28,7.65,3.28,0.55,1.64,62.87,13.67,6.01,0,0,6.01,0.55,1.64
