stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,69.47,40.86,8.17,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,29.95,2.14,0,0,0,0,0,1.07,0,0,0,1.07,0,9.63,72.75,17.12,16.05,0,1.07,1.07,0,22.47,20.33,0,0,10.7,0,0,0,1.07,0,0,0,0,0,0
21Day,10.71,2.68,0,85.67,1.34,8.03,0,5.35,0,1.34,1.34,0,0,6.69,48.19,0,5.35,93.7,65.59,46.85,0,0,12.05,0,21.42,10.71,0,0,17.4,8.03,0,0,1.34,1.34,5.35,1.34,0,0,57.56
3Month,0.32,3.84,0.32,81.91,0.32,0,1.28,0.64,0.32,8,92.79,0,16.96,137.9,4.48,12.16,3.84,39.99,66.23,20.48,8,0,5.44,3.2,1.28,0.32,2.88,0.64,0.32,2.88,0.32,1.6,0,0,0,0,3.52,3.52,51.19
22Month,1.09,8.75,2.73,47.01,0.55,0,1.64,1.09,1.09,10.39,131.74,33.35,114.25,70.52,4.37,31.16,0.55,25.15,102.77,46.47,0,6.01,0.55,0,2.19,0,2.73,0,1.09,0,0.55,0,2.19,0.55,0,1.09,1.09,0,27.88
