stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,8.17,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,4.28,0,1.07,0,2.14,0,0,0,0,0,0,0,0,1.07,0,3.21,13.91,10.7,8.56,0,0,1.07,0,4.28,4.28,0,0,3.21,0,0,0,0,0,0,0
21Day,1.34,1.34,5.35,21.42,0,4.02,0,0,0,0,0,0,0,0,17.4,2.68,4.02,9.37,5.35,13.39,0,0,1.34,0,6.69,0,0,0,6.69,0,1.34,0,1.34,0,0,4.02
3Month,0.64,1.92,3.84,51.19,0,0,0.64,0.32,7.68,11.52,0,0,25.6,14.08,0.32,23.68,8.64,38.39,24.96,7.68,2.24,0,7.36,11.2,0.32,0.32,1.92,0.32,0.64,2.24,9.6,0.32,0,2.24,1.28,22.72
22Month,0,3.83,3.83,28.43,0.55,0,0,0,4.92,11.48,7.11,0,95.66,8.2,2.19,23.51,0,12.03,34.99,13.67,0,2.19,3.28,0,0.55,0,1.64,0,0.55,0.55,3.28,1.09,0,0,0,13.67
