stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.33,4.28,2.14,1.07,0,0,0,1.07,0,0,0,0,0,0
21Day,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,0,2.68,0,0,0,0,17.4,17.4,0,1.34,0,0,1.34,2.68,8.03,0,0,0,0,0
3Month,0.32,1.28,0.64,20.48,0,0,0.32,0,0,3.52,5.44,0,72.63,3.52,0.96,19.2,4.8,6.08,8.64,8,1.92,0,0.64,3.52,4.48,0.96,8.64,1.6,0,0,0,40.95,1.28,0,0,2.24,18.88,2.88
22Month,2.19,4.37,1.64,12.57,0.55,0,1.09,1.09,0.55,1.09,10.93,3.28,293.55,1.64,3.83,28.97,1.09,3.28,7.65,9.84,1.64,2.19,2.19,0.55,4.37,1.09,8.2,3.83,2.73,0.55,0.55,6.01,0.55,0.55,0.55,0,0,1.09
