stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,57.21,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,8.56,8.56,0,0,0,1.07,0,0,0,0,0,650.43,0,5.35,0,0,0,0,26.74,14.98,0,0,11.77,0,0,3.21,0,0,0,0,0
21Day,6.69,1.34,0,297.15,18.74,0,1.34,0,0,1.34,1.34,0,1.34,5.35,314.56,6.69,9.37,0,0,2.68,0,12.05,10.71,0,0,6.69,12.05,0,0,1.34,1.34,0,0,0
3Month,0.32,1.6,0,456.25,0,1.28,0,1.6,1.92,16.64,5.76,0.32,5.12,8.96,95.66,2.24,4.48,3.52,0,1.6,1.28,0.96,0.32,0.64,0.64,0.32,2.88,7.04,0.32,0,0,13.44,1.28,3.84
22Month,0,0,0.55,30.61,0,0,0,0,0.55,3.28,0.55,0,0,0,1.64,0.55,0.55,0,0.55,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0
