stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,0,20.43,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,20.43,36.78,0,0,0,0,24.52,326.91,4.09,0,4.09,0,0,0,0,0,0,0,0
72hpf,9.63,3.21,0,7.49,4.28,3.21,0,0,0,0,0,0,0,0,1.07,0,8.56,13.91,1.07,18.19,0,1.07,0,0,139.07,113.4,0,0,18.19,0,0,4.28,1.07,0,0,0,0
21Day,18.74,1.34,0,60.23,6.69,34.8,0,20.08,0,1.34,0,0,2.68,0,30.79,2.68,5.35,32.12,14.72,64.25,0,0,10.71,0,76.3,92.36,1.34,5.35,28.11,8.03,0,5.35,4.02,5.35,0,0,14.72
3Month,0,0.32,0.32,3.52,0,0,0,0.32,1.28,0.64,0,0,14.4,1.28,0.32,2.88,0.64,2.24,1.92,2.56,0.32,0,1.6,0.64,0,0,0.32,0.32,0.32,0.64,6.4,0.32,0,0,0.64,0.96,2.88
22Month,0,1.64,0.55,3.28,0,0,1.09,0.55,0,5.47,2.19,0,46.47,2.19,1.64,4.92,0,1.64,3.28,4.92,0,2.19,1.64,0,0.55,0,0.55,0,0,0,1.64,0,0,0,0.55,0,3.28
