stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,0,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,5.35,0,0,0,0,0,0,0,0,0,0,0,1.07,0,3.21,4.28,4.28,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0
21Day,20.08,0,2.68,22.76,4.02,1.34,0,0,0,0,0,0,0,0,0,14.72,1.34,0,9.37,8.03,8.03,0,0,1.34,0,20.08,4.02,0,0,1.34,1.34,0,1.34,1.34,0,0,14.72
3Month,0.64,0.64,2.56,13.76,0.32,0,0.64,0.96,0,4.8,13.12,0,0,10.88,25.28,2.56,11.2,0.32,5.12,18.88,1.92,0.96,0,2.24,0.32,0.64,0,0.96,0.32,0.32,0.32,1.92,0.96,0,1.28,0.96,25.92
22Month,0,3.28,0,11.48,0,0,2.19,1.64,0.55,1.09,36.63,1.64,0,30.07,9.84,4.92,12.57,0.55,1.64,25.69,4.92,0,1.09,2.19,0,0,0.55,1.09,0,0,0,1.09,1.09,0,0,0,13.67
