stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,20.43,0,0,0,0,4.09,65.38,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,3.21,0,9.63,1.07,0,1.07,0,0,0,0,0,0,1.07,0,6.42,17.12,1.07,11.77,0,2.14,0,1.07,78.09,16.05,1.07,1.07,18.19,1.07,0,2.14,7.49,0,0,4.28,0,0,0
21Day,8.03,0,0,33.46,5.35,0,8.03,0,0,0,0,5.35,2.68,10.71,8.03,9.37,13.39,4.02,34.8,0,0,8.03,1.34,56.22,13.39,1.34,2.68,18.74,4.02,0,0,4.02,0,6.69,1.34,0,0,5.35
3Month,0.32,1.28,0.64,27.52,0,1.28,0.32,0.32,7.04,9.6,0.32,76.47,5.76,1.92,22.72,4.8,5.44,5.44,16,2.88,0.32,3.2,3.2,1.92,0,3.84,2.56,0,1.92,0.32,60.79,0.32,0.32,0,0,3.84,15.68,16.64
22Month,1.09,6.56,7.65,26.24,0,3.28,1.64,0,8.75,28.43,7.65,261.85,10.39,6.01,45.37,2.19,2.19,18.59,11.48,0,12.03,3.28,0,1.09,0.55,3.28,3.83,0.55,0.55,0,17.49,3.83,0.55,0,1.09,0,0,16.4
